correlation,base_CVA,WWR_CVA,incremental_WWR_CVA,relative_WWR_impact,incremental_vs_zero_corr,relative_vs_zero_corr
-0.75,630.3331276341407,627.1954316114702,-3.137696022670525,-0.004977837725977355,-5.591605948330994,-0.008836473594487249
-0.5,630.3331276341407,629.1764787743048,-1.1566488598359683,-0.0018349802812637715,-3.610558785496437,-0.005705803961186899
-0.25,630.3331276341407,631.0597084475776,0.7265808134368399,0.0011526933641643588,-1.7273291122236287,-0.0027297163337679595
0.0,630.3331276341407,632.7870375598012,2.4539099256604686,0.003893036583482206,0.0,0.0
0.25,630.3331276341407,634.2610176843318,3.927890050191081,0.006231451081960134,1.4739801245306126,0.002329346268240071
0.5,630.3331276341407,635.3269423832025,4.993814749061812,0.007922500865225559,2.5399048234013435,0.004013838262547076
0.75,630.3331276341407,635.6655542195292,5.332426585388475,0.008459695915718289,2.8785166597280067,0.004548950103068402
