time,threshold,threshold_quantile,n_observations,n_exceedances,exceedance_probability,shape,scale,empirical_quantile,evt_quantile
0.003968253968253968,34125.876297974486,0.95,10000,500,0.05,-0.11201885672254501,3848.5166313597665,45237.38799549738,46315.93821325109
0.007936507936507936,38778.18993259029,0.95,10000,500,0.05,-0.13310749391370708,5467.463227716155,55024.923048535165,55451.04651151298
0.011904761904761904,41816.95594427108,0.95,10000,500,0.05,-0.06263756539221335,6248.878427260746,61294.298539224226,63497.98042267464
0.015873015873015872,44169.87171326294,0.95,10000,500,0.05,-0.04827124971881132,6927.648336047086,68038.02289978994,68865.87228682704
0.01984126984126984,46150.016865664766,0.95,10000,500,0.05,-0.07098451995805546,7766.659509504318,71130.86826699242,72679.56786258181
0.023809523809523808,47709.82181789311,0.95,10000,500,0.05,-0.09157715162406566,9065.88880719768,78761.56611832764,77518.20103215944
0.027777777777777776,49387.19702103822,0.95,10000,500,0.05,-0.17572058368756038,10602.546124381079,81491.35620458044,79382.77470622795
0.031746031746031744,51046.383079068495,0.95,10000,500,0.05,-0.11068360311042265,10221.81304045285,85125.58240277274,83502.20890821243
0.03571428571428571,52444.80947699798,0.95,10000,500,0.05,-0.19387888396015168,11838.90070359853,82829.9176748905,84906.84815611043
0.03968253968253968,53505.426108782936,0.95,10000,500,0.05,-0.16638293674250085,11965.009865528622,88829.17889438481,87909.84291735868
0.04365079365079365,54333.036312899785,0.95,10000,500,0.05,-0.13241249622250278,12294.775049761163,90015.9928281716,91872.16990937953
0.047619047619047616,54821.404733962925,0.95,10000,500,0.05,-0.149550916628156,13734.669067863251,93161.67032217151,95498.92994079627
0.051587301587301584,56143.61690441259,0.95,10000,500,0.05,-0.13118573232065836,13901.781085957651,95578.99641995266,98682.59591458848
0.05555555555555555,56994.67559197062,0.95,10000,500,0.05,-0.12587378172574443,14436.406738136742,98608.9405159803,101592.28542040942
0.05952380952380952,57546.80796455498,0.95,10000,500,0.05,-0.1398320531717075,15067.344112681008,104594.27800919669,102946.64795864926
0.06349206349206349,58028.23129226047,0.95,10000,500,0.05,-0.11241219369647701,14836.651705967017,105694.19071534318,104989.3766167512
0.06746031746031746,58331.48033885648,0.95,10000,500,0.05,-0.1027577629955567,15071.50010441668,107270.44945200121,106881.22629800325
0.07142857142857142,58486.35521408327,0.95,10000,500,0.05,-0.19987313134597445,17529.036807009088,106849.55526111538,106061.23516111223
0.07539682539682539,59562.12556555352,0.95,10000,500,0.05,-0.16124548948361586,16519.9070862247,109224.33668717313,107492.40456429592
0.07936507936507936,60293.56826429904,0.95,10000,500,0.05,-0.1492220766677413,16493.037529967813,111233.94497480907,109168.84847472193
0.08333333333333333,60670.240785897164,0.95,10000,500,0.05,-0.1633734317116727,16592.79014539972,112085.95233035114,108632.99858223749
0.0873015873015873,60587.53673102358,0.95,10000,500,0.05,-0.15272963412454743,16685.002311161203,110257.67993920404,109726.60069494409
0.09126984126984126,60591.27565515058,0.95,10000,500,0.05,-0.1560876479866699,17230.441837733935,110836.97799336977,111037.64232654069
0.09523809523809523,60894.474393334705,0.95,10000,500,0.05,-0.14944958177553178,17589.335458784484,112600.078500013,112997.56604843077
0.0992063492063492,60734.41188830524,0.95,10000,500,0.05,-0.12594304573188234,16982.8916615502,111107.53372957176,113192.21337793497
0.10317460317460317,61315.46487450822,0.95,10000,500,0.05,-0.1444406732432992,17538.56175874697,113764.13083340008,113730.7067136052
0.10714285714285714,60676.66252110142,0.95,10000,500,0.05,-0.18752372242850185,19462.10050689025,114599.43010681275,114626.18839028126
0.1111111111111111,61405.37764650166,0.95,10000,500,0.05,-0.2185041328917594,19999.972963956272,114191.21033273042,114001.91800441388
0.11507936507936507,60605.32689813435,0.95,10000,500,0.05,-0.29812815164114026,23169.8121918983,113412.9251074496,114112.17527224738
0.11904761904761904,61373.65279227795,0.95,10000,500,0.05,-0.3101544604906229,22994.22758423465,112472.44291844878,113477.42114010625
0.12301587301587301,62599.61972212817,0.95,10000,500,0.05,-0.24766356312118346,21037.991792529356,114953.89181279276,115307.38705714491
0.12698412698412698,61894.201598068044,0.95,10000,500,0.05,-0.26426668631507544,21731.413410095865,114430.75420755865,114881.2328630025
0.13095238095238093,62867.93632700743,0.95,10000,500,0.05,-0.23066510862379047,20950.429226662905,116665.69236944952,116854.25453141585
0.1349206349206349,63371.96588832927,0.95,10000,500,0.05,-0.2462430138699738,21143.886218871146,115908.50807711661,116469.03413235162
0.1388888888888889,63682.629432551505,0.95,10000,500,0.05,-0.22994562070290953,20752.04134451688,117083.33408366662,117221.87466781141
0.14285714285714285,63049.36641460595,0.95,10000,500,0.05,-0.20221126750036184,20596.847279772235,116992.40662274158,118728.42623508125
0.1468253968253968,62828.28984960734,0.95,10000,500,0.05,-0.1854848373144727,20713.493004675216,116840.52701675071,120448.45474124838
0.15079365079365079,63556.546317050444,0.95,10000,500,0.05,-0.20995087594094697,20865.535147841158,120251.88055658195,119226.38658781654
0.15476190476190477,63196.74597218205,0.95,10000,500,0.05,-0.25020991019999095,22448.58947280087,119435.46141833346,119203.70221786987
0.15873015873015872,63036.581905933635,0.95,10000,500,0.05,-0.2524138805044933,22610.779227050523,118037.957585896,119244.58422297491
0.16269841269841268,63308.584329629186,0.95,10000,500,0.05,-0.23089290693854075,21946.190026820674,117842.14525946765,119839.38525098233
0.16666666666666666,63079.3777226851,0.95,10000,500,0.05,-0.26232066915869456,23204.36773217378,120676.41247576171,119837.18028602327
0.17063492063492064,63152.83337213309,0.95,10000,500,0.05,-0.2547117794401816,22821.838415217935,122274.79796433727,119672.39207195511
0.1746031746031746,63125.6602569553,0.95,10000,500,0.05,-0.26050897573517,23866.956499205306,122525.80290533343,121676.6214960555
0.17857142857142855,63357.03497763686,0.95,10000,500,0.05,-0.27879910592053375,23867.46582823496,120092.60660646539,120201.52487688538
0.18253968253968253,62409.700272987095,0.95,10000,500,0.05,-0.2851216825265255,24665.82072068213,117990.18958104875,120563.03549583262
0.1865079365079365,62868.635067112664,0.95,10000,500,0.05,-0.27247762058869596,24376.56895726093,121613.22511275766,121519.95193169132
0.19047619047619047,62621.369170375816,0.95,10000,500,0.05,-0.2591135730330453,24002.285810023946,119329.15749529678,121638.42481890423
0.19444444444444442,61857.79485834193,0.95,10000,500,0.05,-0.2741198069751118,24708.37494003922,121498.99390024024,121150.09920819184
0.1984126984126984,61932.55357972441,0.95,10000,500,0.05,-0.3400083441587128,25825.960468370096,117249.42810359591,117802.9587256739
0.20238095238095238,61640.6952874544,0.95,10000,500,0.05,-0.3030218548914969,24736.486288390784,117649.93697137153,118325.18743409717
0.20634920634920634,61729.11495890876,0.95,10000,500,0.05,-0.29801827989040747,24705.39474521254,117508.76022313161,118792.06875986545
0.2103174603174603,60541.57663522438,0.95,10000,500,0.05,-0.2948355819670439,25471.67224951269,116437.54921231652,119672.18848195803
0.21428571428571427,60018.370707404894,0.95,10000,500,0.05,-0.32850851941668213,26766.152770427972,118552.26743566852,118958.28786247634
0.21825396825396826,60519.8624538489,0.95,10000,500,0.05,-0.29000926110021885,24961.040110138358,119340.37181194908,118911.72515370157
0.2222222222222222,60079.405504060276,0.95,10000,500,0.05,-0.3019832700915624,25835.97967812117,118936.98044104256,119380.58971681134
0.22619047619047616,59709.83485921547,0.95,10000,500,0.05,-0.3064233092754433,26110.074332110627,117407.16567336296,119222.00734900974
0.23015873015873015,59420.23705383594,0.95,10000,500,0.05,-0.30417773318216884,26506.07813408943,119063.16324636218,120049.1479481865
0.23412698412698413,59483.468828733035,0.95,10000,500,0.05,-0.3161207457299243,26656.24766508532,118944.74618959357,119323.36562665662
0.23809523809523808,58798.88950320526,0.95,10000,500,0.05,-0.3499967990198257,28332.637281141207,120084.10120663566,119163.2211009432
0.24206349206349204,58308.85210161855,0.95,10000,500,0.05,-0.3509373005316384,28824.591026018657,118733.96363773514,119633.4479087641
0.24603174603174602,58346.76062804504,0.95,10000,500,0.05,-0.3594767801973828,28356.70847249015,118436.70154843517,117899.47117163335
0.25,58369.19913765673,0.95,10000,500,0.05,-0.2903695353352112,26886.036344387103,120172.04176641855,121228.14359233098
0.25396825396825395,58233.8798794675,0.95,10000,500,0.05,-0.2917664866796872,27778.49575970477,122108.57435752197,123035.04635408093
0.2579365079365079,57625.467060518284,0.95,10000,500,0.05,-0.3003702067958476,28681.496716787442,122702.03117662958,123626.00329461208
0.26190476190476186,57425.39453131935,0.95,10000,500,0.05,-0.22491699845872226,25859.132176834883,118759.61587812199,124703.20821622733
0.26587301587301587,56878.02140368391,0.95,10000,500,0.05,-0.3196000505488108,28598.173409841875,117350.70457545118,120729.62562686177
0.2698412698412698,57566.914203842796,0.95,10000,500,0.05,-0.3101194814123136,27304.583925925464,119768.94093688976,119441.13175729525
0.2738095238095238,56510.66259287198,0.95,10000,500,0.05,-0.3055652225841441,27677.494037729004,116324.38716765656,119680.72761757833
0.2777777777777778,56613.14372815166,0.95,10000,500,0.05,-0.3506586551331882,28663.129972588744,117337.64890043794,117620.09824255406
0.28174603174603174,56041.14568240319,0.95,10000,500,0.05,-0.3734986774557476,29590.19375891534,118372.76598620327,116887.6140584599
0.2857142857142857,55129.9617541327,0.95,10000,500,0.05,-0.3395195087431167,29473.325660579074,119717.31707990705,118938.72811561101
0.28968253968253965,54570.08088462393,0.95,10000,500,0.05,-0.3210663555479376,29204.75543473144,120059.73168729687,119627.23752816318
0.2936507936507936,54969.84426262252,0.95,10000,500,0.05,-0.29254119221516023,28014.74046549755,120366.37072154142,120241.6027931729
0.2976190476190476,53716.60477293954,0.95,10000,500,0.05,-0.3064878560571388,29145.716559168308,120728.26056078644,120141.10629246783
0.30158730158730157,53820.08360751971,0.95,10000,500,0.05,-0.2859834417675635,28496.401057674197,121138.55622667346,120912.05624349392
0.3055555555555555,53016.137874779866,0.95,10000,500,0.05,-0.29218650926869233,29333.470349327315,123173.11203509277,121398.99373925931
0.30952380952380953,52056.51476991812,0.95,10000,500,0.05,-0.3119271306266592,30135.13679923752,117927.36520564863,120151.59361430333
0.3134920634920635,51931.16722345899,0.95,10000,500,0.05,-0.26523898328308776,29083.587144218218,119251.97321823076,122732.8733815093
0.31746031746031744,51055.91729415238,0.95,10000,500,0.05,-0.2887340195897645,30386.173249145522,116905.69796563195,122283.5988421168
0.3214285714285714,51955.145365070886,0.95,10000,500,0.05,-0.3457582390463673,31341.104787139622,118492.57308215255,119162.33866898462
0.32539682539682535,50750.14670443195,0.95,10000,500,0.05,-0.3146111180259902,30767.814603978626,114688.8328578355,119983.22543704777
0.32936507936507936,51110.50377800099,0.95,10000,500,0.05,-0.33095117628366916,31163.430977386157,119434.19623919835,119474.59232194143
0.3333333333333333,50448.52310003325,0.95,10000,500,0.05,-0.3949681765360461,33388.8710361429,114003.75793949947,116953.92116580304
0.33730158730158727,50626.84527651591,0.95,10000,500,0.05,-0.33624519466257313,31493.4772604841,116325.92679395087,119153.20653771848
0.3412698412698413,50410.38642632592,0.95,10000,500,0.05,-0.28930132932035435,29772.656315905253,114953.3145665406,120136.81121618034
0.34523809523809523,50068.7241095143,0.95,10000,500,0.05,-0.2583503909355494,28879.023014271952,115584.81300017888,121165.22077730543
0.3492063492063492,49184.483922926156,0.95,10000,500,0.05,-0.35437770359318405,32448.884075193128,119893.68601774915,117859.74809681877
0.35317460317460314,49075.10625901761,0.95,10000,500,0.05,-0.37366805379570095,32806.53022454034,117963.04429894967,116518.25584074674
0.3571428571428571,48923.54407026308,0.95,10000,500,0.05,-0.31720237906412346,30501.612682545183,118173.42188348155,117280.2012664112
0.3611111111111111,48435.54760369953,0.95,10000,500,0.05,-0.28762338836829493,29707.488362172975,113660.98675372616,118195.88506989132
0.36507936507936506,47296.16040578176,0.95,10000,500,0.05,-0.32214911203532093,32002.086675698258,114959.96339747784,118464.68816912487
0.369047619047619,47614.853444751745,0.95,10000,500,0.05,-0.33507921121825046,31806.580526310696,115723.4088299132,116946.85486222629
0.373015873015873,46460.95210432427,0.95,10000,500,0.05,-0.3978846612514326,34470.63027041557,114602.38403219404,114827.3912206637
0.376984126984127,46716.72768076091,0.95,10000,500,0.05,-0.3498357580551603,33050.31562611451,116937.79452000826,117149.62110953475
0.38095238095238093,45235.66332192211,0.95,10000,500,0.05,-0.33813974278386094,34905.240334261274,115068.05588794865,120964.67187842846
0.3849206349206349,44853.048492521964,0.95,10000,500,0.05,-0.3232299330369289,34048.90076302982,118363.36532413098,120446.27246033089
0.38888888888888884,44652.1336324209,0.95,10000,500,0.05,-0.3354716299175393,34312.15352447698,117865.08415798731,119400.59244095959
0.39285714285714285,44453.409049355716,0.95,10000,500,0.05,-0.3644962705908357,35679.721618457435,120065.17294389971,118819.92809948268
0.3968253968253968,43896.62291819717,0.95,10000,500,0.05,-0.373018822990404,36511.261606303335,122119.92830665283,119028.83718943446
0.40079365079365076,42948.28210177008,0.95,10000,500,0.05,-0.34371504730765556,36579.27998219132,118289.8419366844,121633.56000314184
0.40476190476190477,42772.57188435437,0.95,10000,500,0.05,-0.3152493228906397,36117.18736235804,115975.29235686494,123961.60606523007
0.4087301587301587,42202.87187734512,0.95,10000,500,0.05,-0.35312504201681666,36777.155757312285,117150.84245663245,120186.7603732798
0.4126984126984127,41636.67721916625,0.95,10000,500,0.05,-0.3742970064158303,36877.95486935058,115080.23745819948,117378.53320597994
0.41666666666666663,41127.253157969666,0.95,10000,500,0.05,-0.4278570252271645,38725.07689871179,110820.72335105055,114662.90661790075
0.4206349206349206,41060.93494962687,0.95,10000,500,0.05,-0.3814953444035704,36311.6813897857,111631.3826438779,114843.72294127612
0.4246031746031746,40166.910791768074,0.95,10000,500,0.05,-0.35533370306508283,36105.80805570313,112817.046313583,116470.97296039201
0.42857142857142855,40420.20737535445,0.95,10000,500,0.05,-0.38463959883389254,36863.774296248695,116712.76312107634,114975.91745606661
0.4325396825396825,39179.47282860872,0.95,10000,500,0.05,-0.3469291640212288,36560.19206809355,114779.09207492486,117438.28906925608
0.4365079365079365,38200.64592391059,0.95,10000,500,0.05,-0.33671620568671606,36422.026612863825,112682.5586485792,117393.57256517245
0.44047619047619047,37594.206698672744,0.95,10000,500,0.05,-0.32478019326432755,36683.47685938742,112119.79530678068,118840.65197777585
0.4444444444444444,36729.481848075535,0.95,10000,500,0.05,-0.35630754558737965,38198.85937479466,116483.68908315754,117337.77357599395
0.4484126984126984,35366.034857344544,0.95,10000,500,0.05,-0.3680991545084104,38884.1078838384,112457.20619853448,115973.38444323547
